# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE249801|spatial|Mus musculus|6|GSE249801_gene_count.txt.gz(582KB)|development,metabolism,fibrosis_wound,drug_response,rna_biology,liver|Study of the effects of RNA splicing inhibitor Pladienolide B on hepatocyte proliferation in vitro|explored fate decision spatial remodeling hepatic lobule liver regeneration transcriptome regenerative control mouse model reported cell heterogeneity hepatocyte-organoids factors reprogram|
GSE303185|spatial|Mus musculus|1|GSE303185_RAW.tar(414MB)|neuroscience,cardiovascular|A spatial and projection-based transcriptomic atlas of paraventricular hypothalamic cell types (10X Chromium v3)|hypothalamus PVH controls many behavioral physiologic processes appetite social behavior autonomic outflow pituitary hormone secretion molecular markers functionally-specific neuron projections|
GSE303083|spatial|Mus musculus|6|GSE303083_feature_README.txt(2KB), GSE303083_RAW.tar(1.1GB)|neuroscience,cardiovascular|A spatial and projection-based transcriptomic atlas of paraventricular hypothalamic cell types (10X Chromium v3 multiplexed)|hypothalamus PVH controls many behavioral physiologic processes appetite social behavior autonomic outflow pituitary hormone secretion molecular markers functionally-specific neuron projections|
GSE303082|spatial|Mus musculus|14|GSE303082_RAW.tar(81MB)|neuroscience,cardiovascular|A spatial and projection-based transcriptomic atlas of paraventricular hypothalamic cell types (DroNc-Seq)|hypothalamus PVH controls many behavioral physiologic processes appetite social behavior autonomic outflow pituitary hormone secretion molecular markers functionally-specific neuron projections|
GSE303081|spatial|Mus musculus|81|GSE303081_Mm_PVH_LPBN-projecting.dge.tsv.gz(1MB)|neuroscience,cardiovascular|A spatial and projection-based transcriptomic atlas of paraventricular hypothalamic cell types (Smart-Seq2)|hypothalamus PVH controls many behavioral physiologic processes appetite social behavior autonomic outflow pituitary hormone secretion molecular markers functionally-specific neuron projections|
GSE303080|spatial|Mus musculus|29|GSE303080_RAW.tar(141MB)|neuroscience,cardiovascular|A spatial and projection-based transcriptomic atlas of paraventricular hypothalamic cell types (Drop-Seq)|hypothalamus PVH controls many behavioral physiologic processes appetite social behavior autonomic outflow pituitary hormone secretion molecular markers functionally-specific neuron projections|
GSE250385|spatial|Homo sapiens|1|GSE250385_RAW.tar(140MB)|cancer,lung_respiratory|Spatial transcriptomics reveals functional compartmentalization of the lung tissue of OP patient|characterize characteristics collected samples Visium CytAssist one|
GSE313101|spatial|Homo sapiens|37|GSE313101_raw_counts.txt.gz(2MB), GSE313101.txt.gz(2KB)|cancer,immunology,drug_response,rna_biology,cell_cycle|FOLFIRINOX Plus Nivolumab Promotes Irregular Intra-Tumoral Lymphoid Aggregates in Borderline Resectable Pancreatic Adenocarcinoma: A Phase 1 Trial|Combination therapies chemotherapy immune checkpoint inhibitors ICIs failed improve survival ductal PDAC except rare MSI-H cases despite success other solid tumors Most prior conducted advanced|
GSE312129|spatial|Homo sapiens|38|GSE312129_RAW.tar(54.3GB)|cancer,immunology,cardiovascular,epigenetics,fibrosis_wound,skin,microbiology,cell_stress,signal_transduction|Single-nuclei multiome and spatial analyses of early, untreated SSc skin identify a proinflammatory vascular niche of macrophage-fibroblast signaling|Uncovering interactions distribution dermal fibroblasts immune cells treatment-naïve diffuse cutaneous systemic sclerosis dcSSc patients critical understanding initiating events fibrosis generated|multiomics
GSE312476|spatial|Mus musculus|12|GSE312476_RAW.tar(7MB), GSE312476_Table_S1.xlsx(8MB)|cancer,neuroscience,cell_stress,signal_transduction|Heat-Shock Pathway Activation by TRC-051384 Protects Spiral Ganglion Neurons from Noise-Induced Hearing Loss [RNA-Seq]|NIHL major public health problem caused damage cochlear hair cells synapses SGNs effective treatments completely lacking cellular stress responses loud mouse model synaptopathy tested selective|
GSE290095|spatial|Mus musculus|2|GSE290095_RAW.tar(76MB)|cardiovascular,metabolism,skeletal_muscle|Spatial Transcriptomic Profiling of the Type 2 Diabetic Coronary Microcirculation Reveals Heterogeneity Varied by Regions of the Heart [scRNA-seq]|Background microvascular disease CMD early complication diabetes T2D involving adverse endothelial smooth muscle dysfunction vascular remodeling alterations mechanics culminate impaired blood flow|
GSE313090|spatial|Homo sapiens|153|GSE313090_RAW.tar(64.8GB)|lung_respiratory|Single-nucleus and spatial transcriptomic profiling of human lung tissue in chronic obstructive pulmonary disease (COPD)|SuperSeries composed SubSeries listed|
GSE290763|spatial|Mus musculus|15|GSE290763_raw_counts.csv.gz(953KB)|infectious_disease,gut_intestine|Salmonella typhimurium targets distal colonocytes to trigger infection [RNA-seq]|order ascertain dynamic changes transcriptomics throughout whole cycle mouse intestine offer basic support single-cell spatial transcriptome research gavaged BALB/c mice carried sequencing tissues|
GSE298107|spatial|Mus musculus|6|GSE298107_RAW.tar(151MB)|immunology,cardiovascular,metabolism,kidney,skin,cell_stress|Single Cell and Spatial Transcriptomics Implicate Vascular Cell Orchestration of Inflammatory Changes After Ultraviolet Light Exposure [scRNA-seq]|elucidate complex effects acute radiation UVR skin exposed shaved mouse UVB profiling epidermis deep dermis adipose tissue most pronounced gene expression peaking hours post-irradiation While CD45|
GSE253891|spatial|Cunninghamia lanceolata|3|GSE253891_RAW.tar(14MB)|development,reproduction,plant_biology,cell_stress|Single-cell and spatial omics reveal progressive loss of xylem developmental complexity across seed plants|Secondary growth key characteristic evolved generates most abundant tissue Earth Recent uncovered lineages eudicots magnoliids angiosperms gymnosperms other representative clade remained elusive|multiomics
GSE290806|spatial|Mus musculus|12|GSE290806_RAW.tar(771MB)|neuroscience,aging,cell_stress|Spatial and single-cell transcriptomics reveal the reorganization of cerebellar microglia with aging|induces region-specific functional decline across brain cerebellum critical motor coordination cognitive undergoes structural changes age molecular driving particularly poorly understood|
GSE312748|spatial|Homo sapiens|3|GSE312748_gene_count.xls.gz(6MB), GSE312748_gene_fpkm.xls.gz(15MB)|cancer,immunology,metabolism,cell_stress|Stable isotope tracing in human plasma-like medium reveals metabolic and immune modulation of the glioblastoma microenvironment|Background vivo useful natively surveying glioma metabolism difficult implement tractable vitro models most lack nutrient conditions cell populations relevant gliomas limits ability presence intact|
GSE292848|spatial|Homo sapiens|25|GSE292848_raw_exon_counts_all.txt.gz(1MB)|immunology,infectious_disease,lung_respiratory,skin|Distinct Roles of IL-4, IL-13, and IL-22 in Human Skin Barrier Dysfunction and Atopic Dermatitis|chronic type-2 inflammatory disease characterized epithelial represent major cytokines contributing AD-pathogenesis Models reconstructed keratinocytes previous real situation report effects|
GSE305314|spatial|Rattus norvegicus|28|GSE305314_RAW.tar(28.4GB)|neuroscience,signal_transduction|Intercellular signaling and synaptic deconstruction uncovered by single-cell and spatial transcriptomics in an AD tauopathy model|Alzheimer disease leading cause dementia elderly individuals worldwide onset progression fully understood report multiome brain transgenic rat human-like advanced new markers tau-driven pathology|multiomics
GSE289619|spatial|Homo sapiens|32|GSE289619_CountMatrix.txt.gz(1MB)|cancer,development,lung_respiratory,drug_response,cell_stress,signal_transduction|IFITM3-MET interaction drives osimertinib resistance through AKT pathway activation in EGFR-mutant non–small cell lung cancer II|Despite initial favorable response NSCLC tyrosine kinase inhibitor TKI inevitably develops transcriptomics pretreatment specimens gene specifically upregulated tumors develop early|
GSE289383|spatial|Homo sapiens|6|GSE289383_CountMatrix.txt.gz(302KB)|cancer,development,lung_respiratory,drug_response,cell_stress,signal_transduction|IFITM3-MET interaction drives osimertinib resistance through AKT pathway activation in EGFR-mutant non–small cell lung cancer|Despite initial favorable response NSCLC tyrosine kinase inhibitor TKI inevitably develops transcriptomics pretreatment specimens gene specifically upregulated tumors develop early|
GSE270680|spatial|Homo sapiens|77|GSE270680_RAW.tar(3.1GB)|cancer,immunology,cell_stress|A spatially resolved atlas of gastric cancer characterises a lymphocyte aggregated region [scRNA-seq]|tumour microenvironment TME focal point immunotherapy cellular composition organisation especially distribution lymphocytes affect clinical outcomes patients addition cell differs depending location|
GSE270679|spatial|Homo sapiens|16|GSE270679_RAW.tar(36MB)|cancer,immunology,cell_stress|A spatially resolved atlas of gastric cancer characterises a lymphocyte aggregated region [bulk RNA-seq]|tumour microenvironment TME focal point immunotherapy cellular composition organisation especially distribution lymphocytes affect clinical outcomes patients addition cell differs depending location|
GSE295192|spatial|Mus musculus|4|GSE295192_RAW.tar(458MB)|immunology,cell_stress|A spatiotemporal atlas of orchiectomy-induced modulation of cellular composition and gene expression in the mouse prostate [scRNA-seq]|Mice models commonly further understanding response androgen depletion spatial transcriptomics single determine degrades castration changes lobes couuld tracked over time immune profile fibroblasts|
GSE269680|spatial|Mus musculus|15|GSE269680_RAW.tar(73.7GB)|cancer,development,drug_response,cell_cycle,signal_transduction|CDK8 remodels the tumor microenvironment to resist the therapeutic efficacy of targeted KRASG12D inhibition in pancreatic ductal adenocarcinoma (spatial)|Mutations dominant driver PDAC over patients presenting recent development small molecule inhibitors targeting enabled effective mutant signaling suppression contribution TME mechanism/s resistance|multiomics
GSE269679|spatial|Mus musculus|9|GSE269679_RAW.tar(493MB)|cancer,development,drug_response,cell_cycle,signal_transduction|CDK8 remodels the tumor microenvironment to resist the therapeutic efficacy of targeted KRASG12D inhibition in pancreatic ductal adenocarcinoma (scRNA)|Mutations dominant driver PDAC over patients presenting recent development small molecule inhibitors targeting enabled effective mutant signaling suppression contribution TME mechanism/s resistance|multiomics
GSE311668|spatial|Mus musculus|4|GSE311668_gene_count_matrix.txt.gz(352KB)|immunology,cardiovascular,skeletal_muscle,skin,hematopoiesis,crispr_gene_editing,drug_response,microbiology,cell_stress|Transcriptomic profiling of Adcy7-knockout bone marrow-derived macrophages|Myocardial ischemia/reperfusion I/R injury remarkably thwarts therapeutic efficiency percutaneous coronary intervention ischemia disorders cardiac play critical process adenylyl cyclase candidate|
GSE310013|spatial|Homo sapiens|12|GSE310013_raw_counts.txt.gz(498KB)|cardiovascular,skeletal_muscle,hematopoiesis|Transcriptomic profiling of human saphenous veins during ex vivo culture–induced neointima proliferation|graft failure major limitation coronary peripheral bypass surgery driven smooth muscle cell SMC phenotypic modulation investigate early molecular events process cultured segments seven days Bulk RNA|
GSE307983|spatial|Mus musculus|20|GSE307983_211014_A00405_0476_BHW5MNDSX2_L1_Redente_demux.csv.gz(1KB), GSE307983_norm_count.txt.gz(4MB), GSE307983_raw_count.txt.gz(954KB), GSE307983_vst_norm_count.txt.gz(4MB)|development,fibrosis_wound,lung_respiratory,drug_response,cell_stress|Conditional Fibroblast BCL-2 Expression Promotes Persistent Pulmonary Fibrosis, which is Reversible by Therapeutic BCL-2 Inhibition|Idiopathic IPF progressive fatal lung disease develops response chronic epithelial injury Unlike injury-induced homeostatic repair fibroblasts undergo apoptosis clearance lungs patients continue|
GSE299772|spatial|Rattus norvegicus|24|GSE299772_RAW.tar(1.5GB)|development,cardiovascular,fibrosis_wound|Infusible Extracellular Matrix Biomaterial Enhances and Expedites Cell-Specific Pro-Repair Following Acute Myocardial Infarction|infarctions affect 805 000 people per year United States mitigate pathological effects developed pro-reparative decellularized ECM biomaterials intravascularly iECM one ever utilized single spatially|
GSE281796|spatial|Homo sapiens|23|GSE281796_EinsteinMouse1_tpm.csv.gz(166KB), GSE281796_EinsteinMouse2_tpm.csv.gz(213KB), GSE281796_Metadata_multiplex.csv.gz(757KB), GSE281796_MGG123_log_tpm.csv.gz(43MB), GSE281796_MGG65_log_tpm.csv.gz(21MB), GSE281796_MGGMouse1_tpm.csv.gz(92KB), GSE281796_MGGMouse2_tpm.csv.gz(236KB), GSE281796_RAW.tar(76MB)|cancer,neuroscience,aging,hematopoiesis|A blueprint for local and distal glioblastoma invasion programs|GBM brain parenchyma presents challenges treatment poorly understood combined single-cell RNA sequencing scRNA-seq spatial transcriptomics multiplexed imaging orthotopic xenograft models investigate|
GSE254055|spatial|Mus musculus|4|GSE254055_file.tar.gz(120MB), GSE254055_RAW.tar(14MB)|immunology,development,cardiovascular,metabolism,fibrosis_wound,skeletal_muscle,microbiology,cell_stress,cell_cycle|Injury-Induced CLU-Positive Cardiomyocytes Drive Metabolic Reprogramming of Macrophage Function in Heart Regeneration [Spatial Transcriptomics]|regenerative capacity adult mammalian constrained post-mitotic nature CMs Conversely neonatal mouse hearts exhibit window within first week life Clusterin-positive population reprograms macrophages|
GSE284715|spatial|Homo sapiens; Mus musculus|14|GSE284715_human.snrna.seq.tsv.gz(500KB), GSE284715_mouse.snrna.seq.tsv.gz(1MB), GSE284715_RAW.tar(2.0GB)|immunology,kidney,hematopoiesis,plant_biology|Injured epithelial cell states impact kidney allograft survival after T-cell-mediated rejection|Background TCMR challenge transplantation reduced outcome Previous research highlighted critical TCMR-induced renal injury detailed cellular origin responses clinical implications poorly understood|
GSE306228|spatial|Anableps anableps|3|GSE306228_Aa_retina_all_genes.csv.gz(162KB), GSE306228_Aa_retina_cell_metadata.csv.gz(2MB), GSE306228_Aa_retina_count_matrix.mtx.gz(57MB)|neuroscience,eye_vision|Evolutionary remodeling of the ventral retina enables aerial vision in the four-eyed fish Anableps anableps|emergence novelties central challenge biology particularly complex organs vertebrate While visual systems repeatedly undergone degeneration loss examples innovation rare poorly understood Mechanistic|
GSE298688|spatial|Mus musculus|3|GSE298688_RAW.tar(33MB)|cancer,immunology,neuroscience,drug_response,signal_transduction|Spatially resolved single-cell analysis uncovers protein kinase Cδ-expressing microglia with anti-tumor activity in glioblastoma [scRNA-seq]|GBM microenvironment contains resident immune cells intrinsic potential particularly Understanding heterogeneity interactions brain initiating BTICs essential identifying therapeutic targets|
GSE307420|spatial|Homo sapiens|12|GSE307420_LX2_featurecounts.txt.gz(408KB)|immunology,metabolism,infectious_disease,fibrosis_wound,hematopoiesis,drug_response,cell_stress,liver|Inhibition of Acetyl-CoA metabolic enzymes by EVT0185 impairs hepatic stellate cell activation and reverses MASH and fibrosis in mouse models.|Dysfunction-Associated Steatohepatitis characterized liver steatosis inflammation lead following HSC fundamental novo lipogenesis DNL cholesterol synthesis derived citrate via ATP lyase ACLY acetate|
GSE301824|spatial|Mus musculus|8|GSE301824_All_sample_aggr_filtered_feature_bc_matrix.h5(347MB), GSE301824_RAW.tar(395MB)|cancer,immunology,neuroscience,metabolism,cell_stress|Molecular and spatial profiling of multiple sclerosis lesions identifies dysfunctional lipid efflux as a driver of chronic active inflammation|Compartmentalized considered critical factor driving progression sustaining persistence poorly understood hallmark persistent slowly evolving inflammatory process created high-resolution single-cell|
GSE287113|spatial|Homo sapiens|8|GSE287113_RAW.tar(8.4GB)|immunology,development,infectious_disease,aging,lung_respiratory,plant_biology,microbiology,signal_transduction|Human Immuno-Lung Organoid Model to Study Macrophage-Mediated Lung Cell Senescence Upon SARS-CoV-2 Infection [snMultiomics]|utilized spatial transcriptional assays NanoString CosMx analyze explant autopsy samples non-COVID COVID-19 lungs identifying activation proinflammatory macrophages created macrophage-alveolar|
GSE287111|spatial|Homo sapiens|6|GSE287111_RAW.tar(175MB)|immunology,development,infectious_disease,aging,lung_respiratory,plant_biology,microbiology,signal_transduction|Human Immuno-Lung Organoid Model to Study Macrophage-Mediated Lung Cell Senescence Upon SARS-CoV-2 Infection [scRNA-seq]|utilized spatial transcriptional assays NanoString CosMx analyze explant autopsy samples COVID non-COVID-19 lungs identifying activation proinflammatory macrophages created macrophage-alveolar|
GSE267315|spatial|Homo sapiens|8|GSE267315_RAW.tar(3.3GB), GSE267315_snRNA_cell_info.txt.gz(4MB)|development,metabolism,aging,reproduction,signal_transduction|Spatial transcriptomic characteristics of the aging human ovary|Ovarian complex process compromises fertility elevates risk reproductive disorders elucidate spatiotemporal dynamics integrated single-nucleus RNA sequencing transcriptomics construct comprehensive|
GSE239803|spatial|Homo sapiens|6|GSE239803_RAW.tar(550MB)|cancer,immunology,development,cardiovascular,hematopoiesis,drug_response|Mast cells act as pro-angiogenic and pro-tumorigenic players in pituitary gonadotroph tumors|Background microenvironment TME represents promising avenue understand develop therapeutic tools aimed gain insight tumorigenesis driven gonadotoph Methods Single-cell spatial-omics combined|
GSE235714|spatial|Homo sapiens|40|GSE235714_CRS_Q3_Normalization.xlsx(1MB), GSE235714_RAW.tar(620KB)|immunology,lung_respiratory|Immune-Epithelial Interactions and Tissue Remodeling in the Inflammatory Respiratory Nasal Tract [NanoString GeoMx spatial transcriptomics]|Chronic rhinosinusitis CRS common disease cavity sinuses affects millions individuals worldwide complex pathophysiology poorly understood emerging evidence implicating diverse cell types process|
GSE309408|spatial|Anolis carolinensis; Columba livia; Gallus gallus; Taeniopygia guttata|14|GSE309408_RAW.tar(6.3GB)|neuroscience,gut_intestine,cell_stress,eye_vision|Comparative Eye Transcriptome Atlas|transcriptomic resources retinal evolution physiology across non-mammalian vertebrates profiled retinas four species two complementary high-throughput approaches Eight 10x Genomics Visium spatial|
GSE298023|spatial|Homo sapiens|18|GSE298023_HH_dataset_seurat_object.rds(4.0GB), GSE298023_RAW.tar(1.8GB)|cardiovascular,fibrosis_wound,drug_response,cell_stress|Location and etiology modulate fibroblast activation in the failing human heart|Cardiac fibrosis major contributor failure therapeutic targeting limited due complexity types distributions investigates heterogeneity spatial organization left ventricle hearts non-failing donors|
GSE281215|spatial|Glycine soja|2|GSE281215_RAW.tar(180MB)|development,metabolism,plant_biology|Spatiotemporal transcriptomic and metabolomic landscapes of wild soybean seed development reveal regulatory mechanisms of nutrient accumulation [scRNA-Seq]|pivotal lifecycle directly determining yield nutritional quality related oil protein contents spatiotemporally resolved cell differentiation growth elusive especially Glycine soja Sieb Zucc harbors|
GSE292085|spatial|Mus musculus|9|GSE292085_edgeR_igenomes_genes_combined_all_samples.txt.gz(4MB)|cancer,immunology,lung_respiratory,drug_response|TMPRSS11B promotes an acidified microenvironment and immune suppression in squamous lung cancer|leading cause cancer-related deaths worldwide Existing therapeutic options limited efficacy particularly cell carcinoma LUSC underscoring critical need identification new targets previously|
GSE309097|spatial|Homo sapiens|17|GSE309097_RAW.tar(335MB)|immunology,skin|Dynamic neutrophil-keratinocyte communication network centered on IL-36/TNFSF15 responses characterizes inflammatory responses in generalized pustular psoriasis.|GPP severe subtype characterized epidermal infiltration often presenting acute potentially life-threatening flares characterization immune micro-environment lesions largely unknown single-cell RNA|
GSE301908|spatial|Homo sapiens|17|GSE301908_RAW.tar(1.8GB), GSE301908_sn_all.rds(1.3GB), GSE301908_sn_neuron_clean.rds(375MB)|cancer,immunology,neuroscience,infectious_disease,cell_stress|Single-cell spatial transcriptomic profiling defines a pathogenic inflammatory niche in chronic active multiple sclerosis lesions - snRNA-seq|Compartmentalized inflammation considered critical factor driving progression sustaining persistence poorly understood hallmark persistent slowly evolving process created high-resolution molecular|
GSE286410|spatial|Homo sapiens|41|GSE286410_Annotation.txt.gz(802B), GSE286410_GeoMx_qnorm.txt.gz(587KB), GSE286410_RAW.tar(65MB)|cancer,skin|Multi-modal Omics Analysis of a Paediatric Melanoma Highlights Mechanisms Underlying Treatment Resistance [Seq]|Background Cutaneous malignant common cancer adults extremely rare young children affecting fewer one child per million year Europe Because rarity most treatments adapted adult therapies despite|
GSE305245|spatial|Macaca fascicularis|22|GSE305245_filtered_feature_bc_matrix_postnatalmacaque.tar.gz(1.5GB), GSE305245_filtered_feature_bc_matrix_prenatalmacaque.tar.gz(146MB), GSE305245_macaque_atac.rds(1.7GB), GSE305245_macaque_rna.rds(1.9GB), GSE305245_macaque_spatial_0.5Y.rds(7.9GB), GSE305245_macaque_spatial_0Y.rds(15.4GB), GSE305245_macaque_spatial_1Y.rds(13.6GB), GSE305245_macaque_spatial_2Y.rds(10.9GB), GSE305245_macaque_spatial_adult.rds(10.9GB)|immunology,neuroscience,development,epigenetics|Single-cell spatiotemporal transcriptomic and chromatin accessibility profiling in developing postnatal human and macaque PFC|Unraveling cellular molecular characteristics prefrontal cortex development crucial understanding cognitive abilities vulnerability neurological neuropsychiatric disorders created comparative|
GSE244086|spatial|Mus musculus|69|GSE244086_CNSTBmouse_all.csv.gz(2MB), GSE244086_CNSTBmousedrugtrial_all.csv.gz(945KB)|cancer,immunology,neuroscience,infectious_disease,drug_response,cell_cycle|MMPs and NETs are detrimental in CNS-tuberculosis with MMP inhibitor doxycycline improving murine CNS-tuberculosis survival (mouse)|Despite effective anti-tuberculous treatment ATT patients central nervous system CNS-TB suffer permanent neurological deficits death Immunopathology characterized extensive brain inflammation tissue|
GSE244085|spatial|Homo sapiens|38|GSE244085_CNSTBhuman_all.csv.gz(2MB)|cancer,development,infectious_disease,drug_response,cell_cycle|MMPs and NETs are detrimental in CNS-tuberculosis with MMP inhibitor doxycycline improving murine CNS-tuberculosis survival (human)|Despite effective anti-tuberculous treatment ATT patients central nervous system CNS-TB suffer permanent neurological deficits death immunopathological undefined hindering development new therapies|
GSE300288|spatial|Mus musculus|31|GSE300288_RAW.tar(1.2GB)|cancer,immunology,development,lung_respiratory,drug_response,plant_biology,cell_cycle|Single-cell and spatial transcriptomics analysis of tobacco-associated lung adenocarcinoma development, and in response to targeting inflammation alone or in combination with immune checkpoint blockade in precancerous phase [scRNA-seq]|Understanding cellular processes early LUAD needed devise intervention strategies sequencing mouse lungs Gprc5a mice tumor following therapeutic IL-1 stages coupled under different cond|
GSE296287|spatial|Mus musculus|2|GSE296287_RAW.tar(258MB)|metabolism,fibrosis_wound,liver|Spatiotemporal hepatocyte heterogeneity impacts in vivo gene engineering|liver central organ metabolism hepatocytes main cell type responsible most Several previous types tissue homeostasis regeneration post-natal growth establishment mature phenotypes fully understood|
GSE308709|spatial|Mus musculus|36|GSE308709_RAW.tar(15.6GB)|immunology,infectious_disease,fibrosis_wound,kidney,cell_stress,signal_transduction|Cellular and Spatial Drivers of Unresolved Injury Link to Functional Decline in the Human Kidney|Building foundational resource present comprehensive multi-modal atlas defines spatially versus repair states disease Homeostatic interactions injured epithelium surrounding milieu determine|
GSE303056|spatial|Mus musculus|6|GSE303056_SCC_Bulk_RNAseq_TPM.txt.gz(883KB)|cancer,immunology,development,drug_response|Tumor-Initiating Stem Cells Fine-tune the Cell States of Neutrophils to Drive Cancer Relapse from Immunotherapy [SCC bulk RNA-Seq]|highly heterogeneous plastic nature tumor-associated TANs recognized different emerge evolve distribute impact efficacy elusive single-cell sequencing spatial transcriptomic genetic manipulations|
GSE297605|spatial|Homo sapiens|174|GSE297605_raw_counts.csv.gz(8MB)|cancer,immunology|CD8+ T cells in the tumor immune microenvironment modulate resistance to endocrine therapy in hormone receptor-positive breast cancer|Enhanced infiltration TIME better survival outcomes patients triple negative HER2 cancers hormone-dependent subtype previous subgroup biological significance modulating response anti-estrogen|
GSE278435|spatial|Mus musculus|8|GSE278435_barcodes.tsv.gz(105KB), GSE278435_features.tsv.gz(128KB), GSE278435_gene_counts_matrix.mtx.gz(65MB), GSE278435_metadata.csv.gz(3MB)|cancer,immunology,development,drug_response|Tumor-Initiating Stem Cells Fine-tune the Cell States of Neutrophils to Drive Cancer Relapse from Immunotherapy [Parse scRNAseq]|highly heterogeneous plastic nature tumor-associated TANs recognized different emerge evolve distribute impact efficacy elusive single-cell sequencing spatial transcriptomic genetic manipulations|
GSE278430|spatial|Mus musculus|10|GSE278430_Raw_counts.csv.gz(788KB)|cancer,immunology,development,drug_response|Tumor-Initiating Stem Cells Fine-tune the Cell States of Neutrophils to Drive Cancer Relapse from Immunotherapy [neutrophil bulk RNAseq]|highly heterogeneous plastic nature tumor-associated TANs recognized different emerge evolve distribute impact efficacy elusive single-cell sequencing spatial transcriptomic genetic manipulations|
GSE278429|spatial|Mus musculus|6|GSE278429_Raw_counts.csv.gz(504KB)|cancer,immunology,development,drug_response|Tumor-Initiating Stem Cells Fine-tune the Cell States of Neutrophils to Drive Cancer Relapse from Immunotherapy [tumor cell bulk RNAseq]|highly heterogeneous plastic nature tumor-associated TANs recognized different emerge evolve distribute impact efficacy elusive single-cell sequencing spatial transcriptomic genetic manipulations|
GSE308145|spatial|Homo sapiens|1|GSE308145_bri2614_8plex.csv.gz(391B), GSE308145_RAW.tar(269MB)|aging,reproduction|Systematic benchmarking of imaging spatial transcriptomics platforms in FFPE tissues - scRNA-seq Data|Emerging iST coupled analytical methods recover cell-to-cell interactions groups spatially covarying genes gene signatures pathological features particularly well-suited applications formalin fixed|
GSE272237|spatial|Mus musculus|11|GSE272237_Braun_2024_scRNAseq_seurat.rds.gz(1.2GB), GSE272237_RAW.tar(1.1GB)|cancer,development|Pericytes orchestrate a tumor-restraining microenvironment in glioblastoma [scRNA-seq]|functionally assess glioma development progression effects depletion orthotopic transgenic mouse models high-grade single-cell spatial transcriptomics present evidence mitigate orchestrating|
GSE271059|spatial|Homo sapiens|64|GSE271059_metadata.csv.gz(1KB), GSE271059_raw_counts.csv.gz(2MB)|cancer,immunology,neuroscience,cardiovascular,fibrosis_wound|Spatial immune profiling defines a subset of human gliomas with functional tertiary lymphoid structures [bulk RNA seq]|Adult-type diffuse most common primary brain tumors respond poorly immune-based therapies considered immunologically cold features clinical relevance intratumoral TLSs transcriptome proteome cohort|
GSE254249|spatial|Homo sapiens|92|GSE254249_10X_VDJ.merge.txt.gz(10MB), GSE254249_bulkRNA_logTPM.tsv.gz(3MB), GSE254249_bulkRNA_metadata.tsv.gz(147B), GSE254249_scRNA_barcodes.tsv.gz(3MB), GSE254249_scRNA_features.tsv.gz(117KB), GSE254249_scRNA_matrix.mtx.gz(4.0GB), GSE254249_scRNA_metadata.tsv.gz(4MB)|cancer,immunology,cardiovascular|Remodeling of T and endothelial cells during total neoadjuvant therapy in rectal cancer|TNT standard care locally advanced LARC immune efficacy single-cell RNA receptor spatial transcriptome sequencing matched pre post-treatment samples depicted tumor microenvironment TME dynamics|
GSE304466|spatial|Homo sapiens|6|GSE304466_RAW.tar(546MB)|cancer,development,kidney,drug_response,cell_stress,rna_biology|Single-cell transcriptome combined with spatial transcriptome to investigate the molecular mechanism associated with autophagy of clear renal cell carcinoma|Background obvious diagnostic markers early stages ccRCC current targeted therapeutic regimens susceptible drug resistance goal explore development identify prognostic value scRNA-seq combination|
GSE214138|spatial|Homo sapiens|13|GSE214138_RAW.tar(53MB)|neuroscience,signal_transduction|Spatially resolved multi-omic profiling of human hippocampus reveals region-specific alterations in major depressive disorder [RNA-seq]|center learning memory complex architecture high cellular molecular heterogeneity present first atlas genome scale transcriptome sequencing hippocampi hippocampal sub-fields cell types dentate gyrus|
GSE247626|spatial|Mus musculus|14|GSE247626_SC.raw.merged.count.txt.gz(68MB), GSE247626_SC.raw.metadata.txt.gz(3MB)|cardiovascular,hematopoiesis,drug_response,cell_stress|Modulate spatial restriction of injury responses for cardiac repair|Intrinsic molecular strategy organ level stimuli elusive Identifying modulating potential systemic adaptations theoretically fascinating therapeutically promising integrative single-cell|
GSE278251|spatial|Mus musculus|5|GSE278251_RAW.tar(159MB)|development,gut_intestine,cell_stress,signal_transduction|Gnai1+ stromal cells regulate intestinal goblet and Paneth cell differentiation through c-Jun signaling|Combining single-cell spatial transcriptomics mapping segments still relatively absented subtypes downstream signling obscure comprehensive view types across five mouse RNA sequencing scRNA-seq|
GSE308653|spatial|Homo sapiens|50|GSE308653_B8026_rawcounts.csv.gz(1MB), GSE308653_C1047_rawcounts.csv.gz(453KB), GSE308653_C1144_rawcounts.csv.gz(831KB), GSE308653_F3008_rawcounts.csv.gz(620KB), GSE308653_VST_B8026R.csv.gz(1MB), GSE308653_VST_C1047R.csv.gz(456KB), GSE308653_VST_C1144R.csv.gz(948KB), GSE308653_VST_F3008R.csv.gz(823KB)|cancer,development,drug_response|YAP-driven stemness and TEAD-induced neuroendocrine cells drive resistance to KRASG12C therapies in metastatic colorectal cancer|mutations predominant driver mCRC approximately patients harboring variant Despite development G12Ci EGFR EGFRi inhibitors sotorasib panitumumab therapeutic major limitation define analyzed tissue|
