# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE280538|atac_seq|Mus musculus|12|GSE280538_RAW.tar(48.2GB)|development,cardiovascular,epigenetics,gene_regulation|Heart tube morphogenesis is regulated by segment-specific gene regulatory networks controlled by MEF2C [snATAC-seq]|transcription factor plays critical development linear transcriptional largely undefined address combined single-nucleus RNA sequencing wild type MEF2C-null embryos distinct stages broadly|
GSE276222|atac_seq|Mus musculus|4|GSE276222_RAW.tar(640KB)|development,cardiovascular,epigenetics,crispr_gene_editing,rna_biology|Elevated microRNA-187 causes cardiac endothelial dysplasia to promote congenital heart disease through inhibition of NIPBL [ATAC-seq Heart]|cells contributes CHD most common disability regulatory miRNAs process elusive miR-187 expression embryonic fetuses conditional knock-in model increased levels induce homozygous fetal mice closely|
GSE276221|atac_seq|Homo sapiens|9|GSE276221_RAW.tar(20MB)|development,cardiovascular,epigenetics,crispr_gene_editing,rna_biology|Elevated microRNA-187 causes cardiac endothelial dysplasia to promote congenital heart disease through inhibition of NIPBL [ATAC-Seq]|cells contributes CHD most common disability regulatory miRNAs process elusive miR-187 expression embryonic fetuses conditional knock-in model increased levels induce homozygous fetal mice closely|
GSE275850|atac_seq|Homo sapiens|5|GSE275850_RAW.tar(2MB)|development,cardiovascular,crispr_gene_editing,rna_biology|Elevated microRNA-187 causes cardiac endothelial dysplasia to promote congenital heart disease through inhibition of NIPBL [CUT&Tag]|cells contributes CHD most common disability regulatory miRNAs process elusive miR-187 expression embryonic fetuses conditional knock-in model increased levels induce homozygous fetal mice closely|
GSE252398|atac_seq|Mus musculus|26|GSE252398_Processed_file_1_ATAC_consensus_peaks_E11.5.xlsx(1MB), GSE252398_Processed_file_2_H3K27Ac_consensus_peaks_E11.5.xlsx(751KB), GSE252398_Processed_file_3_Runx3_consensus_peaks_E11.5.xlsx(382KB), GSE252398_Processed_file_4_Brn3a_consensus_peaks_E11.5.xlsx(945KB), GSE252398_Processed_file_5_Isl1_consensus_peaks_E11.5.xlsx(438KB)|neuroscience,development,metabolism,epigenetics|Genome wide map of Runx3, Brn3a, Islet1 binding, chromatin accessibility (ATAC) and Histone H3 acetylated on lysine 27 (H3K27Ac) during early development of DRG TrkC neurons|isolated E11 profiled Cut|
GSE233905|atac_seq|Mus musculus|13|GSE233905_RAW.tar(815MB)|immunology,epigenetics,infectious_disease,gene_regulation|Transcription factor TCF1 binds Rorgt and orchestrates a regulatory network that determines homeostatic Th17 cell state [ATAC-seq]|CD4 helper cells encompass spectrum states maintain physiological barrier integrity pathogenic drive autoimmune tissue inflammation Identifying regulators means control without compromising key IL-23|
GSE277701|atac_seq|Mus musculus|6|GSE277701_RAW.tar(710MB)|immunology,development,cardiovascular,epigenetics,aging,skeletal_muscle,microbiology|Decoding Aging in the Heart via Single Cell Dual Omics of Non-Cardiomyocytes (scATAC-Seq)|scRNA profiling non-myocytes non-CMs young middle-aged elderly mice vital development physiology pathology understudied response heterogeneity dynamics over time among non-CM types Immune cells|
GSE272118|atac_seq|Homo sapiens|4|GSE272118_RAW.tar(120MB)|immunology,development,epigenetics,reproduction,plant_biology|Transposable element activity captures human pluripotent cell states [ATAC-seq]|stem cells hPSCs serve powerful vitro models elucidate molecular underpinnings embryonic fate transitions maintained two distinct naïve corresponding pre-implantation epiblast primed mirroring|
GSE276101|atac_seq|Homo sapiens|50|GSE276101_RAW.tar(7.8GB)|cancer,immunology,neuroscience,development,epigenetics|Divergence from the human astrocyte developmental trajectory in glioblastoma [bulk ATAC-seq]|GBM defined heterogenous resilient cell populations closely reflect neurodevelopmental types While clear echoes early immature states identifying specific programs disrupted tumors hindered lack|
GSE272974|atac_seq|Mus musculus|30|GSE272974_DIF_2-4_IgG_normalized.bedgraph.gz(33MB), GSE272974_DIF_2-4_K27A_control_peaks.stringent.bed.gz(5MB), GSE272974_DIF_2-4_K27A_normalized.bedgraph.gz(83MB), GSE272974_DIF_2-4_K27A_raw.bw(65MB), GSE272974_DIF_2-4_K27B_control_peaks.stringent.bed.gz(4MB), GSE272974_DIF_2-4_K27B_normalized.bedgraph.gz(176MB), GSE272974_DIF_2-4_K27B_raw.bw(97MB), GSE272974_DIF_2-4_K4A_control_peaks.stringent.bed.gz(175KB), GSE272974_DIF_2-4_K4A_normalized.bedgraph.gz(194MB), GSE272974_DIF_2-4_K4A_raw.bw(115MB), GSE272974_DIF_2-4_K4B_control_peaks.stringent.bed.gz(175KB), GSE272974_DIF_2-4_K4B_normalized.bedgraph.gz(120MB), GSE272974_DIF_2-4_K4B_raw.bw(84MB), GSE272974_DIF_2-7_IgG_normalized.bedgraph.gz(22MB), GSE272974_DIF_2-7_K27A_control_peaks.stringent.bed.gz(8MB), GSE272974_DIF_2-7_K27A_normalized.bedgraph.gz(24MB), GSE272974_DIF_2-7_K27A_raw.bw(28MB), GSE272974_DIF_2-7_K27B_control_peaks.stringent.bed.gz(10MB), GSE272974_DIF_2-7_K27B_normalized.bedgraph.gz(36MB), GSE272974_DIF_2-7_K27B_raw.bw(36MB), GSE272974_DIF_2-7_K4A_control_peaks.stringent.bed.gz(156KB), GSE272974_DIF_2-7_K4A_normalized.bedgraph.gz(19MB), GSE272974_DIF_2-7_K4A_raw.bw(13MB), GSE272974_DIF_2-7_K4B_control_peaks.stringent.bed.gz(169KB), GSE272974_DIF_2-7_K4B_normalized.bedgraph.gz(23MB), GSE272974_DIF_2-7_K4B_raw.bw(16MB), GSE272974_DIF_PX_IgG_normalized.bedgraph.gz(144MB), GSE272974_DIF_PX_K27A_control_peaks.stringent.bed.gz(607KB), GSE272974_DIF_PX_K27A_normalized.bedgraph.gz(43MB), GSE272974_DIF_PX_K27A_raw.bw(39MB), GSE272974_DIF_PX_K27B_control_peaks.stringent.bed.gz(391KB), GSE272974_DIF_PX_K27B_normalized.bedgraph.gz(34MB), GSE272974_DIF_PX_K27B_raw.bw(34MB), GSE272974_DIF_PX_K4A_control_peaks.stringent.bed.gz(187KB), GSE272974_DIF_PX_K4A_normalized.bedgraph.gz(109MB), GSE272974_DIF_PX_K4A_raw.bw(77MB), GSE272974_DIF_PX_K4B_control_peaks.stringent.bed.gz(158KB), GSE272974_DIF_PX_K4B_normalized.bedgraph.gz(84MB), GSE272974_DIF_PX_K4B_raw.bw(65MB), GSE272974_PRO_2-4_IgG_normalized.bedgraph.gz(91MB), GSE272974_PRO_2-4_K27A_control_peaks.stringent.bed.gz(6MB), GSE272974_PRO_2-4_K27A_normalized.bedgraph.gz(82MB), GSE272974_PRO_2-4_K27A_raw.bw(58MB), GSE272974_PRO_2-4_K27B_control_peaks.stringent.bed.gz(5MB), GSE272974_PRO_2-4_K27B_normalized.bedgraph.gz(56MB), GSE272974_PRO_2-4_K27B_raw.bw(52MB), GSE272974_PRO_2-4_K4A_control_peaks.stringent.bed.gz(226KB), GSE272974_PRO_2-4_K4A_normalized.bedgraph.gz(46MB), GSE272974_PRO_2-4_K4A_raw.bw(29MB), GSE272974_PRO_2-4_K4B_control_peaks.stringent.bed.gz(338KB), GSE272974_PRO_2-4_K4B_normalized.bedgraph.gz(42MB), GSE272974_PRO_2-4_K4B_raw.bw(40MB), GSE272974_PRO_2-7_IgG_normalized.bedgraph.gz(74MB), GSE272974_PRO_2-7_K27A_control_peaks.stringent.bed.gz(3MB), GSE272974_PRO_2-7_K27A_normalized.bedgraph.gz(139MB), GSE272974_PRO_2-7_K27A_raw.bw(94MB), GSE272974_PRO_2-7_K27B_control_peaks.stringent.bed.gz(6MB), GSE272974_PRO_2-7_K27B_normalized.bedgraph.gz(91MB), GSE272974_PRO_2-7_K27B_raw.bw(71MB), GSE272974_PRO_2-7_K4A_control_peaks.stringent.bed.gz(202KB), GSE272974_PRO_2-7_K4A_normalized.bedgraph.gz(81MB), GSE272974_PRO_2-7_K4A_raw.bw(59MB), GSE272974_PRO_2-7_K4B_control_peaks.stringent.bed.gz(172KB), GSE272974_PRO_2-7_K4B_normalized.bedgraph.gz(72MB), GSE272974_PRO_2-7_K4B_raw.bw(57MB), GSE272974_PRO_PX_IgG_normalized.bedgraph.gz(9MB), GSE272974_PRO_PX_K27A_control_peaks.stringent.bed.gz(8MB), GSE272974_PRO_PX_K27A_normalized.bedgraph.gz(30MB), GSE272974_PRO_PX_K27A_raw.bw(33MB), GSE272974_PRO_PX_K27B_control_peaks.stringent.bed.gz(0B), GSE272974_PRO_PX_K27B_normalized.bedgraph.gz(232KB), GSE272974_PRO_PX_K27B_raw.bw(430KB), GSE272974_PRO_PX_K4A_control_peaks.stringent.bed.gz(172KB), GSE272974_PRO_PX_K4A_normalized.bedgraph.gz(13MB), GSE272974_PRO_PX_K4A_raw.bw(12MB), GSE272974_PRO_PX_K4B_control_peaks.stringent.bed.gz(182KB), GSE272974_PRO_PX_K4B_normalized.bedgraph.gz(18MB), GSE272974_PRO_PX_K4B_raw.bw(12MB)|development,metabolism,epigenetics,skeletal_muscle,crispr_gene_editing,rna_biology|The Dlk1-Dio3 noncoding RNA cluster coordinately regulates mitochondrial respiration and chromatin structure to establish proper cell state for muscle differentiation|investigate collective ncRNA myogenesis developed two stable CRISPR-Cas9 gene-edited C2C12 skeletal lines Meg3-proximal cis-acting sequence Meg3-CAS 2-4 over-express Meg3-transcription start site|
GSE253617|atac_seq|Mus musculus|12|GSE253617_old_clique.mm10.tsv.gz(182KB), GSE253617_old_nodeid.mm10.bed.gz(299KB), GSE253617_young_clique.mm10.tsv.gz(239KB), GSE253617_young_nodeid.mm10.bed.gz(417KB)|epigenetics,aging,gene_regulation|Dynamic enhancer interactome promotes senescence and aging [Hi-ChIP II]|Gene expression programs regulated enhancers context-specific manner reside great distances target genes Extensive three-dimensional genome reorganization occurs interactomes reconfigured process|
GSE205576|atac_seq|Mus musculus|51|GSE205576_RAW.tar(223MB)|epigenetics|Evaluating an Esr1-mutant novel cell population emerging upon ERα-antagonism by bulk ATAC-seq|examine effects giredestrant Esr1-wildtype mammary glands animals treated hormone pellets dosed daily vehicle MCT mg/kg four days Following dosing individual epithelial populations FACS-isolated|
GSE268544|atac_seq|Mus musculus|16|GSE268544_RAW.tar(20MB)|immunology,epigenetics,gut_intestine,skin|ATAC-seq of Keratinocytes and Langerhans cells in normal and hyperproliferative epithelium|HPV-induced hyperplastic mouse model KCs reduced Interleukin IL34 expression chromatin accessibility associating disturbing cell-cell interaction immune response genes Correspondingly LCs exhibited|
GSE266303|atac_seq|Homo sapiens|7|GSE266303_RAW.tar(729MB)|neuroscience,development,epigenetics|Single-nucleus transcriptomics and chromatin accessibility of cell type-specific contributions to the epileptogenic cortex of focal cortical dysplasia type IIIa [snATAC-seq]|FCD heterogeneous group developmental malformations constitute common cause medically intractable epilepsy Multiomic integration conducted via RNA sequencing snRNA-seq assays transposase-accessible|
GSE246585|atac_seq|Homo sapiens|40|GSE246585_Decidualized_timecourse_ATACseq_counts_matrix.txt.gz(5MB)|development,epigenetics,reproduction,plant_biology,signal_transduction|Epigenomic exploration of decidualizing human endometrial stromal cell dynamics|Spontaneous decidualization endometrium response progesterone signaling confined menstruating species humans other higher primates process cells EnSCs differentiate specialized control embryo|
GSE256298|atac_seq|Mus musculus|12|GSE256298_RAW.tar(3.8GB)|immunology,development,cell_stress,gene_regulation,signal_transduction|Conserved helical motifs in the Ikaros IDR mediate NuRD corepressor interaction and transcriptional repression [Spike-In ChIPseq]|factor IKZF1/Ikaros essential cell development recurrently mutated human B-ALL ascribed activating repressive via interactions coactivator complexes relative abundance Ikaros-associated coregulatory|
GSE256297|atac_seq|Mus musculus|32|GSE256297_RAW.tar(4.8GB)|immunology,development,epigenetics,cell_stress,gene_regulation,signal_transduction|Conserved helical motifs in the Ikaros IDR mediate NuRD corepressor interaction and transcriptional repression [ChIP-seq]|factor IKZF1/Ikaros essential cell development recurrently mutated human B-ALL ascribed activating repressive via interactions coactivator complexes relative abundance Ikaros-associated coregulatory|
GSE256295|atac_seq|Mus musculus|8|GSE256295_RAW.tar(308MB)|immunology,development,cell_stress,gene_regulation,signal_transduction|Conserved helical motifs in the Ikaros IDR mediate NuRD corepressor interaction and transcriptional repression [ATACseq]|factor IKZF1/Ikaros essential cell development recurrently mutated human B-ALL ascribed activating repressive via interactions coactivator complexes relative abundance Ikaros-associated coregulatory|
GSE246530|atac_seq|Mus musculus|6|GSE246530_195_pos_vs_EMP_neg_summits.bed.gz(7KB), GSE246530_RAW.tar(1MB)|immunology,development,epigenetics,hematopoiesis,rna_biology,gene_regulation|ATAC-seq data of miR-195 transduced Ebf1-KO FL-ProB-cells.|crucial transcription factor lineage hematopoietic stem arrest early development disable express CD19 transduction able overcome deficiency cause positive provided new insight relationship|
GSE273350|atac_seq|Homo sapiens; Mus musculus; Cricetulus griseus|4|GSE273350_RAW.tar(54MB)|development,epigenetics|MobiChIP: a compatible library construction method of single-cell ChIP-seq based droplets|order illustrate epigenetic heterogeneity versatile tools scChIP-seq necessary meet convenience accuracy develop current sequencing platform level novel capture strategy efficient fragments tagmented|
GSE268195|atac_seq|Homo sapiens|12|GSE268195_RAW.tar(4.3GB)|cancer,metabolism,epigenetics,infectious_disease,cell_stress,gene_regulation,liver|Inhibition of EZH2 restores normal expression of genes associated with cysteine metabolism and ferroptosis in hepatocellular carcinoma [CUT&Tag]|Epigenetic dysregulation closely pathogenesis HCC Enhancer zeste homolog key protein exacerbation various cancers Despite several clinical trials therapies targeting EZH2-mediated suppression fully|
GSE259414|atac_seq|Arabidopsis thaliana|10|GSE259414_RAW.tar(379MB)|epigenetics,plant_biology|The histone acetylation module and histone chaperone in the Arabidopsis NuB4 complex have synergistic effect on chromatin accessibility (ChIP-Seq)|conserved type acetyltransferase regulate cytoplasmic nuclear nucleosome assembly coordination dual poorly understood thaliana HAG2 interactions chaperones MSI2 MSI3 NASP histones resulting formation|
GSE259413|atac_seq|Arabidopsis thaliana|12|GSE259413_RAW.tar(375MB)|epigenetics,plant_biology|The histone acetylation module and histone chaperone in the Arabidopsis NuB4 complex have synergistic effect on chromatin accessibility (ATAC-Seq)|conserved type acetyltransferase regulate cytoplasmic nuclear nucleosome assembly coordination dual poorly understood thaliana HAG2 interactions chaperones MSI2 MSI3 NASP histones resulting formation|
GSE237948|atac_seq|Homo sapiens|4|GSE237948_RAW.tar(963MB)|cancer,metabolism,epigenetics,infectious_disease,cell_stress,gene_regulation,liver|Inhibition of EZH2 restores normal expression of genes associated with cysteine metabolism and ferroptosis in hepatocellular carcinoma [ATAC-seq]|Epigenetic dysregulation closely pathogenesis HCC Enhancer zeste homolog key protein exacerbation various cancers Despite several clinical trials therapies targeting EZH2-mediated suppression fully|
GSE186631|atac_seq|Mus musculus|8|GSE186631_Ferro_ATACseq_FastqProcessingInstructions.txt.gz(588B), GSE186631_RAW.tar(5.1GB)|immunology,neuroscience,development,epigenetics,signal_transduction|The cytokine receptor Fn14 regulates neuronal transcription during development and brain function in the adult [ATAC-seq]|Signaling TWEAK critical neural circuit postnatal downstream mediate synapse remained apply single-nucleus RNA-sequencing mice characterize genes regulated pathway developing dorsal lateral|
GSE265872|atac_seq|Mus musculus|4|GSE265872_Exp47_subset_differential_peaks_dmA12_vs_dLuc_annotated_fixed_with_counts.txt.gz(5MB), GSE265872_RAW.tar(817MB)|cancer,immunology,development,lung_respiratory,crispr_gene_editing,rna_biology|Overexpression of Malat1 drives metastasis through inflammatory reprogramming of the tumor microenvironment|long noncoding RNAs lncRNAs metastasis-associated lung adenocarcinoma transcript predictive impact action elusive use CRISPR activation CRISPRa model MALAT1/Malat1 patient-derived LUAD cell lines|
GSE265757|atac_seq|Homo sapiens|3|GSE265757_RAW.tar(1.2GB)|cancer,epigenetics,cell_stress|ATAC-seq for LuCaP145.2 tumors treated with 50 mg/kg JQ1 or 10 mg/kg AZD5153 for 7 days|Genome-wide measurements chromatin accessibility prostate cancer cells tumorigenic programs|
GSE217825|atac_seq|Mus musculus|8|GSE217825_EP.merged.bw(103MB), GSE217825_ES.merged.bw(126MB), GSE217825_NrESC_16.merged.bw(104MB), GSE217825_NrESC_1.merged.bw(93MB)|development,epigenetics,drug_response|ATAC-seq in NrESC|NrESC_1 NrESC_16 EPSC Embryonic stem cells extrinsic induction self-assemble blastocyst-like structures intrinsic regulation blastoid forming potential addressed discover activity nuclear receptor|
GSE217824|atac_seq|Mus musculus|16|GSE217824_RAW.tar(2.4GB)|development,epigenetics,drug_response|Analysis of Nr1h2 and H3K27ac genomic binding targets in ESC and EPSC under Nr1h2 activation|ChIP-seq NrESC EPSCT09 Embryonic stem cells extrinsic induction self-assemble blastocyst-like structures intrinsic regulation blastoid forming potential addressed discover activity nuclear receptor|
GSE274205|atac_seq|Mus musculus|6|GSE274205_processed_data.txt.gz(2MB)|cancer,epigenetics,lung_respiratory,crispr_gene_editing,cell_stress|A STAG2-PAXIP1/PAGR1 axis suppresses lung tumorigenesis [ATAC-Seq]|cohesin complex critical regulator expression most frequently mutated subunit across several cancer types key suppressor coupled somatic CRISPR-Cas9 genome editing barcoding autochthonous oncogenic|
GSE269268|atac_seq|Homo sapiens|12|GSE269268_RAW.tar(11.2GB)|cancer,epigenetics,aging,signal_transduction|HIRA protects telomeres against R-loop-induced instability in ALT cancer cells [ATAC-seq]|Alterations chromatin modifiers inactivating mutations ATRX-DAXX remodeling/histone deposition complex implicated drivers cancer-specific Alternative Lengthening pathway Prior adapts compensate loss|
GSE269261|atac_seq|Homo sapiens|24|GSE269261_RAW.tar(5.1GB)|cancer,epigenetics,aging,signal_transduction|HIRA protects telomeres against R-loop-induced instability in ALT cancer cells [CUT&RUN]|Alterations chromatin modifiers inactivating mutations ATRX-DAXX remodeling/histone deposition complex implicated drivers cancer-specific Alternative Lengthening pathway Prior adapts compensate loss|
GSE279517|atac_seq|Homo sapiens|3|GSE279517_RAW.tar(320MB)|cancer,immunology,epigenetics,gene_regulation|Focal deletions of a promoter tether activate the IRX3 oncogene in T-cell acute lymphoblastic leukemia [ATAC-Seq]|Oncogenes activated cis multiple enhancer hijacking events noncoding mutations create enhancers promoters novo paradigms helped parse somatic variation cancer genomes thereby providing rationale|
GSE268331|atac_seq|Mus musculus|2|GSE268331_FINAL_snATAC-seq_day18-ArchR-Project.rds(37MB)|neuroscience,development,epigenetics,cell_stress,gene_regulation|GENERATION OF MOUSE NEOCORTICAL ORGANOIDS TO MODEL THE IMPACT OF CIS-REGULATORY VARIATION ON CORTICAL NEUROGENESIS ACROSS EVOLUTIONARY TIMESCALES  (scATAC-Seq)|Natural selection shaped networks orchestrate development neocortex leading diverse structure mammals molecular cellular driving phenotypic changes proven difficult characterize develop reproducible|
GSE262052|atac_seq|Homo sapiens|9|GSE262052_RAW.tar(1.2GB)|cancer,epigenetics|Charting the regulatory landscape of TP53 on transposable elements in cancer [ChIP-seq]|relationship TEs obscure comprehensive profiling TE-derived transcripts dynamics under regulation valuable resources more clarity created three cell lines genetic status variable combined long-read|
GSE262051|atac_seq|Homo sapiens|24|GSE262051_RAW.tar(7.7GB)|cancer,epigenetics|Charting the regulatory landscape of TP53 on transposable elements in cancer [ATAC-seq]|Comprehensive profiling derived transcripts dynamics under regulation valuable resources more clarity pleiotropic project created three cell lines genetic status variable long-read RNA-seq profile|
GSE275377|atac_seq|Mus musculus|4|GSE275377_RAW.tar(529MB)|immunology,development,epigenetics,gene_regulation,signal_transduction|TCF1 dosage determines cell fate during T cell development. [scATAC-Seq]|Loss transcription factor factor-1 encoded Tcf7 gene essential thymus discovered expression level regulated box DNA binding proteins independent Notch regulates Systematic interrogation five|
GSE239755|atac_seq|Mus musculus|7|GSE239755_atac_counts_normalized_MR.csv.gz(5MB), GSE239755_atac_raw_counts.csv.gz(5MB)|cancer,development,epigenetics|Comparing the chromatin accessibility landscapes of WT organoids, RXRi organoids and APCko tumoroids|compare effects inhibition depletion treated either HX531 vehicle tumorids benchmark differential obtained ATAC-seq indicated lines|
GSE239752|atac_seq|Mus musculus|6|GSE239752_atac_counts.csv.gz(3MB), GSE239752_atac_counts_normalized_MR.csv.gz(4MB)|cancer,development,epigenetics,gut_intestine|ATAC-sequencing of genetically engineered intestinal organoid lines modeling colorectal cancer (CRC) progression|characterize changes chromatin accessibility acorss malignancy continum wild type organoids ApcKO KrasG12D Smad4KO Trp53KO AKSP tumoroids subjected bulk differential obtained indicated|
GSE226577|atac_seq|Mus musculus|8|GSE226577_RAW.tar(11MB)|development,epigenetics,infectious_disease,fibrosis_wound,skin|Stem Cell Activity-Coupled Suppression of Endogenous Retrovirus Governs Adult Tissue Regeneration [ATAC-seq]|Mammalian retrotransposons constitute genome cells coordinately repress activate lineage genes coordination controlled poorly understood dynamic expression histone methyltransferase SETDB1|
GSE275304|atac_seq|Homo sapiens|6|GSE275304_RAW.tar(577MB)|cancer,development,epigenetics,hematopoiesis,cell_stress|Analysis of the chromatin accessibility in CPSF6-RARG or NUP98-RARG overexpressing hCD34+ cells compared to control hCD34+ cells using ATAC-seq.|fusions selectively upregulated BCL2 ATF3 HSPCs driving uncontrolled proliferation disrupting differentiation RARG-AML investigate mediate activation downstream targets defined assay human without|
GSE231497|atac_seq|Mus musculus|20|GSE231497_summarizedCounts.csv.gz(3MB)|immunology,development,metabolism,epigenetics,signal_transduction|Interplay between nutrient stress and lysosomal signaling imprints immune memory in tissues [ATAC-seq]|Uncovered organelle metabolic processes shaping CD8 tissue-resident TRM development|
GSE278048|atac_seq|Mus musculus|28|GSE278048_KLC11-C12.bw(413MB), GSE278048_KLC1-C2.bigwig(422MB), GSE278048_KLC3-C4.bigwig(572MB), GSE278048_KLC9-C10.bw(604MB), GSE278048_KLD21-D22.bw(391MB), GSE278048_KLD23-D24.bw(386MB), GSE278048_KLD25-D26.bw(545MB), GSE278048_KLD27-D28.bw(672MB), GSE278048_M13.M14.bw(286MB), GSE278048_M15.M16.bw(257MB), GSE278048_M21.M22.bw(300MB), GSE278048_M23.M24.bw(382MB), GSE278048_SLE-C1-C2.bw(364MB), GSE278048_SLE-C3-C4.bw(435MB)|immunology,epigenetics,infectious_disease,hematopoiesis,microbiology|KLF13 promotes SLE Pathogenesis by modifying chromatin accessibility of key proinflammatory cytokine genes [ATAC-seq]|progress achieved elucidating genetic architecture systemic lupus erythematosus identifying challenging NZM2410-derived susceptibility Sle3 locus cell hyperactivity activated myeloid cells candidate|
GSE276566|atac_seq|Homo sapiens|12|GSE276566_RAW.tar(2.5GB)|cardiovascular,epigenetics,fibrosis_wound,drug_response,cell_stress|Multiscale Drug Screening for Cardiac Fibrosis Identifies MD2 as a Therapeutic Target|ATAC-seq aims examine antifibrotic effects artesunate epigenetic level human primary fibroblasts|
GSE273008|atac_seq|Homo sapiens|12|GSE273008_RAW.tar(1.1GB)|immunology,metabolism,epigenetics,drug_response,cell_stress,signal_transduction|ATAC-seq comparing CD4CD38low vs CD4CD38high T cells from healthy donors and SLE|emerged potential therapeutic target patients systemic lupus erythematosus alters primary human CD38-sufficient deficient Jurkat shifts lipid profile gangliosides GM3 GM2 upregulating B4GALNT1|
GSE267518|atac_seq|Mus musculus|4|GSE267518_RAW.tar(2.0GB)|immunology,development,hematopoiesis,microbiology|Autoimmune inflammation causes hematopoietic stem cells to generate a trained immunity program inherited by BMDMs [ATACseq_secondary_data]|occurs inflammatory stimulation reprograms myeloid increased effector Interestingly occur beyond lifetime individual memory training must reside system showing long-term HSCLT mice treated pristane|
GSE267516|atac_seq|Mus musculus|4|GSE267516_RAW.tar(2.0GB)|immunology,development,epigenetics,skeletal_muscle,hematopoiesis,microbiology|Autoimmune inflammation causes hematopoietic stem cells to generate a trained immunity program inherited by BMDMs [ATACseq_primary_data]|occurs inflammatory stimulation reprograms myeloid increased effector secondary indiced bone marrow derived macrophages mice treated pristane eight weeks analyzed chromatin landscape transcriptome|
GSE245479|atac_seq|Homo sapiens|37|GSE245479_ATAC_acinar_merged_sort.bw(156MB), GSE245479_ATAC_alpha_merged_sort.bw(195MB), GSE245479_ATAC_beta_merged_sort.bw(194MB), GSE245479_ATAC_delta_merged_sort.bw(202MB), GSE245479_ATAC_duct_merged_sort.bw(228MB), GSE245479_normalized_counts_ATACHiChIPset5_DESEQ.txt.gz(49MB)|epigenetics,gene_regulation|Predictive prioritization of functional enhancers in human pancreas cells [ATAC-Seq]|mapped accessible chromatin regions genome-wide purified types|
GSE205482|atac_seq|Mus musculus|4|GSE205482_RAW.tar(903MB)|immunology,development,epigenetics,hematopoiesis,microbiology|Impact of HSC-derived immune training on granulocyte/macrophage progenitor chromatin landscape|Trained immunity occurs inflammatory stimulation reprograms myeloid cells increased effector secondary Interestingly occur beyond lifetime individual cell memory must reside hematopoietic system|
GSE264614|atac_seq|Mus musculus|44|GSE264614_ATAC-seq_rlog_mean.txt.gz(12MB), GSE264614_ATAC-seq_rlog.txt.gz(54MB), GSE264614_RAW.tar(3.4GB)|development,epigenetics,crispr_gene_editing|Emerging cooperativity between Oct4 and Sox2 governs the pluripotency network in mouse early embryos [ATAC-seq]|first lineage segregation mammalian generate inner cell mass ICM trophectoderm gives rise epiblast EPI forms types body ability referred molecular induce incompletely elucidated knockout models|
GSE239357|atac_seq|Mus musculus|6|GSE239357_ATAC_peak_counts.xlsx(556KB), GSE239357_Control.bowtie2_aln.sorted.bigwig(84MB), GSE239357_Control_peaks.narrowPeak.gz(2MB), GSE239357_Mcrs1ox.bowtie2_aln.sorted.bigwig(102MB), GSE239357_Mcrs1ox_peaks.narrowPeak.gz(2MB), GSE239357_Mcrs1oxYy1KO.bowtie2_aln.sorted.bigwig(133MB), GSE239357_Mcrs1oxYy1KO_peaks.narrowPeak.gz(2MB)|cancer,immunology,epigenetics,crispr_gene_editing,cell_stress,gene_regulation|MCRS1 sensitizes pancreatic cancer to T cell immunity [ATAC-seq]|one deadliest cancers humans refractory immunotherapy Identifying factors immune cells hold key improving efficacy Herein pooled CRISPR activation screening transcriptional regulator Microspherule|
GSE278910|atac_seq|Homo sapiens|30|GSE278910_H2AZ_wIgG_peaks_allreps.txt.gz(2MB), GSE278910_H3K4me3_wIgG_peaks_allreps.txt.gz(689KB), GSE278910_RAW.tar(8MB)|cancer,development,epigenetics,skeletal_muscle,crispr_gene_editing|Pooled CRISPR screens with joint single-nucleus chromatin accessibility and transcriptome profiling [CUT&RUN]|MultiPerturb-seq high-throughput screening platform guide RNA capture uses combinatorial indexing combined droplet microfluidics scale throughput integrate three modalities apply identify key genes|
GSE278624|atac_seq|Mus musculus|17|GSE278624_RAW.tar(5.5GB)|cancer,metabolism,epigenetics,lung_respiratory|Chromatin accessibility profiling of freshly isolated mouse lung cancer LLC- and breast cancer 4T1- derived leptomeningeal metastatic cancer cells from different anatomical locations [ATAC-Seq]|leptomeninges encounter metabolically-challenging extreme microenvironment understand adaptations space subjected leptomeningeal-metastatic cancers either orthotopic primary sites RNA-sequencing|
GSE252978|atac_seq|Homo sapiens|8|GSE252978_RAW.tar(450KB)|epigenetics,crispr_gene_editing,gene_regulation|Pervasive off-target activity in CRISPR-interference (CRISPRi) system [ChIP-seq]|CRISPR/Cas dCas derivatives widely effectively alter intended genomic presence off-targets due unintended binding sgRNAs sequences closely resemble sequence still major challenge utilized genome-wide|
GSE274863|atac_seq|Mus musculus|16|GSE274863_RAW.tar(4.7GB)|immunology,epigenetics,hematopoiesis|Epigenetic regulators of clonal hematopoiesis control CD8 T cell stemness during immunotherapy [ATAC-seq]|reinforcement exhaustion major barrier limiting durability responses central restricting therapy-enabling settings prolonged antigen exposure fully resolved DNMT3A TET2 ASXL1 three most commonly|
