# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE296012|single-nucleus|Mus musculus|12|GSE296012_matrix_counts.csv.gz(794KB)|neuroscience,rna_biology|NeuID is a novel neuron-specific lncRNA that regulates neuronal function in Alzheimer’s disease|Non-coding RNAs transcripts encode proteins comprise human transcriptome Among long lncRNAs implicated various biological control gene expression translation central nervous system CNS harbors|
GSE235285|single-nucleus|Mus musculus|8|GSE235285_RAW.tar(870MB)|neuroscience,drug_response|Rebalancing the brain: The therapeutic potential of false neurotransmitters in excitatory-inhibitory imbalance|E-I complex interplay glutamatergic GABAergic neurons proposed contribute many neurological diseases created first S-2-methyglutamate S-2MeGlu R-4-aminopentanoate R-4APA single nucleus RNA sequencing|
GSE303893|single-nucleus|Homo sapiens|1|GSE303893_RAW.tar(101MB)|development,reproduction|Single-nuclus RNA sequencing of stem cell-derived human trophoblast organoids cultured under simulated microgravity|placental development requires precise cellular differentiation mechanistic understanding limited perform single-nucleus day characterize diversity lineage specification revealing distinct|
GSE292960|single-nucleus|Macaca mulatta|5|GSE292960_RAW.tar(361MB)|neuroscience|single-nucleus RNA sequencing analysis for the molecular taxonomy of primate claustrum|isolated rhesus macaques RNA-sequencing snRNA-Seq libraries generated 10X Genomics Chromium Controller Instrument Cell Reagent Kits Pleasanton USA|
GSE297148|single-nucleus|Homo sapiens|16|GSE297148_RAW.tar(1.9GB)|cancer,development,infectious_disease,drug_response|A Compendium of Cancer Organoid Models for Diverse Cancer Type|Development new therapeutics validation pathogenetic require representative laboratory existing collections represent full spectrum diversity human Recent technologies enable more efficient|
GSE324211|single-nucleus|Homo sapiens|4|GSE324211_RAW.tar(324MB)|neuroscience,development,aging|Inducible XIST-mediated trisomy 21 correction uncovers a USP16-p16 senescence axis driving epileptogenesis in Down syndrome [scRNA-Seq]|caused human chromosome HSA21 carries elevated epilepsy risk unknown integrated clinical epidemiology fetal brain single-nucleus sequencing patient-derived induced pluripotent stem cell iPSC models|
GSE322851|single-nucleus|Homo sapiens|45|GSE322851_counts.txt.gz(7MB)|neuroscience,development,aging|Inducible XIST-mediated trisomy 21 correction uncovers a USP16-p16 senescence axis driving epileptogenesis in Down syndrome|caused human chromosome HSA21 carries elevated epilepsy risk unknown integrated clinical epidemiology fetal brain single-nucleus RNA sequencing patient-derived induced pluripotent stem cell iPSC|
GSE293075|single-nucleus|Pan troglodytes; Macaca mulatta; Homo sapiens; Phyllostomus discolor|42|GSE293075_bat_caudate_putamen_barcodes.tsv.gz(689KB), GSE293075_bat_caudate_putamen_features.tsv.gz(189KB), GSE293075_bat_caudate_putamen_matrix.mtx.gz(429MB), GSE293075_bat_caudate_putamen_metadata.tsv.gz(3MB), GSE293075_chimp_caudate_putamen_barcodes.tsv.gz(884KB), GSE293075_chimp_caudate_putamen_features.tsv.gz(411KB), GSE293075_chimp_caudate_putamen_matrix.mtx.gz(962MB), GSE293075_chimp_caudate_putamen_metadata.tsv.gz(4MB), GSE293075_human_caudate_putamen_barcodes.tsv.gz(919KB), GSE293075_human_caudate_putamen_features.tsv.gz(410KB), GSE293075_human_caudate_putamen_matrix.mtx.gz(1.1GB), GSE293075_human_caudate_putamen_metadata.tsv.gz(5MB), GSE293075_macaque_caudate_putamen_barcodes.tsv.gz(879KB), GSE293075_macaque_caudate_putamen_features.tsv.gz(377KB), GSE293075_macaque_caudate_putamen_matrix.mtx.gz(1.0GB), GSE293075_macaque_caudate_putamen_metadata.tsv.gz(5MB)|neuroscience|Evolutionary transcriptomic and cellular specializations within the mammalian striatum|generated analyzed single-nucleus RNA sequencing snRNA-seq human chimpanzee rhesus macaque GSE167920 marmoset GSE151761 GSE165578 bat caudate putamen separately ferret mouse caudoputamen C-Pu|
GSE319510|single-nucleus|Mus musculus|8|GSE319510_250414_OL-SCA1-cKI.h5ad(2.8GB)|neuroscience,infectious_disease,crispr_gene_editing|Oligodendrocyte subtype imbalance and dysfunction contribute to motor deficits and Purkinje cell axonopathy in SCA1|Spinocerebellar ataxia neurodegenerative disease marked progressive degeneration driven polyglutamine expansion ataxin-1 While oligodendroglial precedes loss direct contribution toward pathogenesis|
GSE309355|single-nucleus|Homo sapiens|4|GSE309355_HBS_donor1and2untifn_clustered_named.Rdata.gz(2.1GB)|immunology,neuroscience,epigenetics,gut_intestine,gene_regulation,signal_transduction|Inflammatory signaling differentially changes chromatin accessibility and gene expression of the PD-associated kinase LRRK2 between human and mice [snRNA-Seq human]|genomic locus encodes Leucine-rich repeat highly pleomorphic Parkinson disease Crohn coding variants risk act gain mutations increasing phosphorylation RAB substrates non-coding promoter region|
GSE325956|single-nucleus|Homo sapiens|43|GSE325956_Assembloids_CX.rds(16.7GB), GSE325956_Assembloids_TH.rds(5.7GB), GSE325956_CellTag_Slice_ESCs.rds(863MB), GSE325956_NRXN1_KO_CX.rds(744MB), GSE325956_NRXN1_KO_TH.rds(12.2GB), GSE325956_RAW.tar(1.6GB)|immunology,neuroscience,development,aging,signal_transduction|Thalamic NRXN1-Mediated Input to Human Cortical Progenitors Drives Excitatory Neurogenesis|According protocortex hypothesis extrinsic signaling necessary refining areas cell types inputs shape cortex development largely unexplored fuse organoids process single-nuclei RNA-sequencing|
GSE325730|single-nucleus|Mus musculus|2|GSE325730_RAW.tar(264MB)|neuroscience,cell_stress,signal_transduction|The genotoxic stress sensor ZBP1 drives tau pathology|gain more comprehensive unbiased assessment signaling affects microglial astrocytic neuronal biology tauopathy single-nucleus RNA sequencing snRNA-seq pooled hippocampi 9-month-old PS19 PZKO mice|
GSE325591|single-nucleus|Mus musculus|8|GSE325591_Chrm_519_cell_metadata.csv.gz(175KB), GSE325591_Chrm_519_filtered_feature_bc_matrix.h5(26MB), GSE325591_Chrm_536_cell_metadata.csv.gz(817KB), GSE325591_Chrm_536_pool_2_filtered_feature_bc_matrix.h5(68MB), GSE325591_Chrm_536_pool_2_raw_feature_bc_matrix.h5(107MB), GSE325591_Chrm_536_pool_3_filtered_feature_bc_matrix.h5(50MB), GSE325591_Chrm_536_pool_3_raw_feature_bc_matrix.h5(93MB), GSE325591_Chrm_536_pool_4_filtered_feature_bc_matrix.h5(58MB), GSE325591_Chrm_536_pool_4_raw_feature_bc_matrix.h5(90MB), GSE325591_raw_feature_bc_matrix.h5(45MB), GSE325591_RAW.tar(10KB)|development,skeletal_muscle|High-Resolution Profiling of Osteocyte Transcriptomes via Single-Nucleus RNA Sequencing|developed protocol snRNA-seq bone tissue achieving high-yield recovery nuclei snap-frozen marrow-flushed long bones approach minimized dissociation bias enhanced representation applied robust method|
GSE325586|single-nucleus|Mus musculus|4|GSE325586_RAW.tar(373MB)|neuroscience,development,metabolism,aging,reproduction,cell_stress|Single-nucleus RNA-seq of mouse cortex during mid-gestation pregnancy|sequencing snRNA-seq cortical tissue non-pregnant pregnant embryonic day E13 female C57BL/6JRj mice weeks old characterize transcriptomic changes brain cell populations dataset accompanies lipidomic|
GSE319635|single-nucleus|Homo sapiens; Mus musculus|8|GSE319635_Raw_counts_BMDM.txt.gz(2MB), GSE319635_Raw_counts_EC.txt.gz(3MB), GSE319635_Raw_counts_HepG2.txt.gz(3MB), GSE319635_Raw_counts_HSC.txt.gz(3MB), GSE319635_TPM_BMDM.txt.gz(1MB), GSE319635_TPM_EC.txt.gz(1MB), GSE319635_TPM_HepG2.txt.gz(1MB), GSE319635_TPM_HSC.txt.gz(1MB)|metabolism,infectious_disease,liver|Methionine and choline deficiency rewires transcriptional programs to recapitulate molecular features of human MASH|Metabolic dysfunction-associated steatohepatitis leading cause cirrhosis liver related mortality nutrient stresses drive coordinated remodeling pathogenesis Clinical reported MCD promotes chronic|
GSE318413|single-nucleus|Homo sapiens|19|GSE318413_RAW.tar(305MB)|cancer,development,hematopoiesis|Patient-derived orthotopic xenograft models recapitulate the peritoneal dissemination of pancreatic cancer and delineate its transcriptional and regulatory programs [scRNA-seq]|BACKGROUND AIMS ductal adenocarcinoma PDAC partly owing lack process aimed establish uncover METHODS Organoids established primary tumors malignant effusions patients orthotopicall|
GSE318411|single-nucleus|Homo sapiens|11|GSE318411_RAW.tar(4MB)|cancer,development,hematopoiesis|Patient-derived orthotopic xenograft models recapitulate the peritoneal dissemination of pancreatic cancer and delineate its transcriptional and regulatory programs [RNA-seq]|BACKGROUND AIMS ductal adenocarcinoma PDAC partly owing lack process aimed establish uncover METHODS Organoids established primary tumors malignant effusions patients orthotopicall|
GSE314911|single-nucleus|Homo sapiens|21|GSE314911_RAW.tar(44.1GB)|cancer,immunology,neuroscience,development,epigenetics,cell_stress|Dominant Malignant Clones Leverage Lineage Restricted Epigenomic Programs to Drive Ependymoma Development [snMultiome]|ZFTA-RELA most recurrent genetic alteration seen pediatric supratentorial EPN sufficient initiate tumors mice Despite oncogenic potential nearly exclusively childhood located distinctly region|multiomics
GSE314599|single-nucleus|Mus musculus|11|GSE314599_RAW.tar(229MB)|cancer,immunology,neuroscience,development,epigenetics,cell_stress|Dominant Malignant Clones Leverage Lineage Restricted Epigenomic Programs to Drive Ependymoma Development|ZFTA-RELA most recurrent genetic alteration seen pediatric supratentorial EPN sufficient initiate tumors mice Despite oncogenic potential nearly exclusively childhood located distinctly region|
GSE278367|single-nucleus|Mus musculus|8|GSE278367_RAW.tar(134MB)|cardiovascular,metabolism,skeletal_muscle,drug_response,microbiology,liver|Conjugation to a transferrin receptor 1-binding Bicycle peptide enhances ASO and siRNA potency in skeletal and cardiac muscles|Improving delivery antisense oligonucleotides ASOs small interfering RNAs siRNAs pivotal task toward broader application oligonucleotide therapeutics targeting myofibers cardiomyocytes via ligands|
GSE253535|single-nucleus|Homo sapiens|2|GSE253535_combined_HFR_filteredCountData.csv.gz(13MB), GSE253535_combined_HFR_metaData.csv.gz(225KB)|cardiovascular,reproduction,hematopoiesis,plant_biology|Recovery from Heart Failure: Microvascular Mechanisms|Background global health problem Left-ventricular assist device LVAD implantation serves bridge patients awaiting transplantation Intriguingly support often improves cardiac histology sometimes|
GSE301982|single-nucleus|Homo sapiens|4|GSE301982_PPFE.barcodes.tsv.gz(1MB), GSE301982_PPFE.genes.tsv.gz(7KB), GSE301982_PPFE.raw.counts.mtx.gz(664MB), GSE301982_PPFE.Seurat.obj.final.rds(4.7GB)|immunology,fibrosis_wound,lung_respiratory,hematopoiesis,plant_biology,cell_stress|The pleuroparenchymal fibroelastosis atlas reveals aberrant cell states and their zonation as an alternate roadmap to lung fibrosis|Single-nuclei RNA-sequencing snRNA-seq 10x Genomics Flex technology peripheral tissues PPFE patients undergoing re-transplantation healthy control lungs|
GSE284081|single-nucleus|Homo sapiens|4|GSE284081_RAS.barcodes.tsv.gz(531KB), GSE284081_RAS.genes.tsv.gz(10KB), GSE284081_RAS.raw.counts.mtx.gz(251MB), GSE284081_RAS.Seurat.obj.final.rds.gz(4.7GB)|fibrosis_wound,lung_respiratory,hematopoiesis,plant_biology|Aberrant and Ectopic Cell Populations of the Fibrotic Front of Restrictive Allograft Syndrome after Lung Transplantation|Single-nuclei RNA-sequencing snRNA-seq 10x Genomics Flex technology peripheral tissues RAS patients undergoing re-transplantation healthy control lungs|
GSE316698|single-nucleus|Homo sapiens|49|GSE316698_barcodes.tsv.gz(592KB), GSE316698_features.tsv.gz(135KB), GSE316698_matrix.mtx.gz(721MB), GSE316698_meta_data.tsv.gz(807KB)|metabolism,skin|Single-nucleus RNA sequencing of human subcutaneous adipose tissue biopsies from 49 Mexican participants|RNA-seq SAT Mexicans Mexico City purpose understand cell-type subcell-type level profiles|
GSE313956|single-nucleus|Mus musculus|3|GSE313956_RAW.tar(53MB)|cancer,cardiovascular,metabolism,skeletal_muscle,drug_response|Gene expression profiles at the single-nucleus level in heart tissue after myocardial infarction and saNppa-LNP treatment|project aims investigate cellular molecular therapeutic effects self-amplifying RNA encoding atrial natriuretic peptide model established C57BL/6 mice coronary artery ligation day surgery received|
GSE306263|single-nucleus|Mus musculus|8|GSE306263_barcodes.tsv.gz(465KB), GSE306263_features.tsv.gz(98KB), GSE306263_matrix.mtx.gz(1.2GB), GSE306263_metadata.tsv.gz(49MB)|neuroscience,development,epigenetics,cell_stress,signal_transduction,eye_vision|Astrocyte glucocorticoid receptor signaling restricts neuronal plasticity [snRNA-seq]|Sensory experience refines neural circuits critical periods postnatal development activity orchestrate circuit wiring underlies process environmental cues restrain developmental animals mature less|
GSE325252|single-nucleus|Mus musculus|6|GSE325252_RAW.tar(98MB)|immunology,metabolism,drug_response,cell_stress,signal_transduction|snRNA-Seq analysis of islets from WT mice treated with or without 0.5mM Glucosamine|diabetes hyperglycemia drives progression b-cell failure multi-organ complications Prolonged exposure high glucose stimulates mTORC1 resulting impaired metabolism exacerbation stress inflammation|
GSE312657|single-nucleus|Mus musculus|2|GSE312657_RAW.tar(92MB)|immunology,neuroscience,development,cell_stress|Single-nucleus RNA-seq analysis of Tox3 dependent gene expression in the mouse cerebellum|Organ development relies precise transcriptional control lineage-defining factors like Atoh1/Math1 drive robust despite weak intrinsic transactivation activity present comprehensive atlas profiling|
GSE312655|single-nucleus|Mus musculus|6|GSE312655_FPKM_all_samples.txt.gz(3MB), GSE312655_raw_count_all_sample.txt.gz(2MB)|immunology,neuroscience,development,cell_stress|RNAseq analysis of Tox3 dependent gene expression in the mouse cerebellum|Organ development relies precise transcriptional control lineage-defining factors like Atoh1/Math1 drive robust despite weak intrinsic transactivation activity present comprehensive atlas profiling|
GSE286038|single-nucleus|Homo sapiens|8|GSE286038_HCI032-CON_barcodes.tsv.gz(32KB), GSE286038_HCI032-CON_features.tsv.gz(3MB), GSE286038_HCI032-CON_matrix.mtx.gz(247MB), GSE286038_HCI032-FV_barcodes.tsv.gz(26KB), GSE286038_HCI032-FV_features.tsv.gz(2MB), GSE286038_HCI032-FV_matrix.mtx.gz(161MB), GSE286038_HCI032-FVNER_barcodes.tsv.gz(26KB), GSE286038_HCI032-FVNER_features.tsv.gz(3MB), GSE286038_HCI032-FVNER_matrix.mtx.gz(189MB), GSE286038_HCI032-NER_barcodes.tsv.gz(25KB), GSE286038_HCI032-NER_features.tsv.gz(2MB), GSE286038_HCI032-NER_matrix.mtx.gz(166MB), GSE286038_RAW.tar(9.0GB)|cancer,development,epigenetics,drug_response,cell_stress,signal_transduction|BRD8 is a therapeutic vulnerability for overcoming resistance to dual ER/HER2 blockade therapy in HR+/HER2+ breast cancer|Hormone receptor positive HER2-positive cancers often develop endocrine anti-HER2 therapies due heterogeneous expression estrogen crosstalk growth-promoting pathways agents activate other unknown|
GSE312658|single-nucleus|Mus musculus|13|GSE312658_RAW.tar(366MB)|cancer,neuroscience,development,cardiovascular,metabolism,kidney,reproduction,liver|A transcription regulator atlas identifies TOX3 as an Atoh1 co-activator in cerebellar development and tumorigenesis|Organ orchestrated intricate transcriptional circuits present comprehensive profiling 904 regulators brain cerebellum heart kidney liver ovary testis fetal neonatal adult mice dataset uncover High|
GSE306235|single-nucleus|Rattus norvegicus|36|GSE306235_RAW.tar(677MB)|immunology,neuroscience,signal_transduction|Sex and life experience shape locus coeruleus pretangle tau pathology|earliest site Alzheimer disease modifiable environmental factors influence vulnerability particularly sex-specific manner rat model expressing pseudophosphorylated human htauE14 accumulation induces|
GSE288107|single-nucleus|Homo sapiens|2|GSE288107_RAW.tar(31MB)|cancer,neuroscience,signal_transduction|snRNAseq of diffuse leptomeningeal glioneuronal tumors|part larger disseminated pediatric low-grade gliomas scRNAseq two DLGNT remained other underwent high-grade transformation cellular pathway activation identifying subpopulation highly proliferative|
GSE288058|single-nucleus|Mus musculus|18|GSE288058_barcodes.tsv.gz(793KB), GSE288058_features.tsv.gz(284KB), GSE288058_matrix.mtx.gz(788MB), GSE288058_SampleOrderforAllSamplesMatrix.docx.gz(13KB)|cardiovascular,infectious_disease,fibrosis_wound,gut_intestine,reproduction|Steroid Hormone Dependent Pathogenesis in Vascular Ehlers-Danlos Syndrome|VEDS genetic connective tissue disorder caused heterozygous mutations COL3A1 encoding type III collagen spontaneous rupture arteries intestines gravid uterus Aortic ruptures occur primarily|
GSE269703|single-nucleus|Mus musculus|16|GSE269703_BM_BK_0405_1L_atac_fragments.tsv.gz(540MB), GSE269703_BM_BK_0405_1L_atac_fragments.tsv.gz.tbi.gz(593KB), GSE269703_BM_BK_0405_1L_filtered_feature_bc_matrix.h5(24MB), GSE269703_BM_BK_0405_1W_atac_fragments.tsv.gz(593MB), GSE269703_BM_BK_0405_1W_atac_fragments.tsv.gz.tbi.gz(611KB), GSE269703_BM_BK_0405_1W_filtered_feature_bc_matrix.h5(29MB), GSE269703_BM_BK_0405_3L_atac_fragments.tsv.gz(580MB), GSE269703_BM_BK_0405_3L_atac_fragments.tsv.gz.tbi.gz(600KB), GSE269703_BM_BK_0405_3L_filtered_feature_bc_matrix.h5(21MB), GSE269703_BM_BK_0405_3W_atac_fragments.tsv.gz(743MB), GSE269703_BM_BK_0405_3W_atac_fragments.tsv.gz.tbi.gz(645KB), GSE269703_BM_BK_0405_3W_filtered_feature_bc_matrix.h5(29MB), GSE269703_BM_BK_0405_5L_atac_fragments.tsv.gz(813MB), GSE269703_BM_BK_0405_5L_atac_fragments.tsv.gz.tbi.gz(663KB), GSE269703_BM_BK_0405_5L_filtered_feature_bc_matrix.h5(21MB), GSE269703_BM_BK_0405_5W_atac_fragments.tsv.gz(721MB), GSE269703_BM_BK_0405_5W_atac_fragments.tsv.gz.tbi.gz(647KB), GSE269703_BM_BK_0405_5W_filtered_feature_bc_matrix.h5(23MB), GSE269703_BM_BK_0405_6L_atac_fragments.tsv.gz(729MB), GSE269703_BM_BK_0405_6L_atac_fragments.tsv.gz.tbi.gz(645KB), GSE269703_BM_BK_0405_6L_filtered_feature_bc_matrix.h5(21MB), GSE269703_BM_BK_0405_6W_atac_fragments.tsv.gz(243MB), GSE269703_BM_BK_0405_6W_atac_fragments.tsv.gz.tbi.gz(528KB), GSE269703_BM_BK_0405_6W_filtered_feature_bc_matrix.h5(8MB)|immunology,metabolism,infectious_disease,gut_intestine,microbiology,signal_transduction|Microbiota-derived polyphosphates govern mucosal immunity through multilevel suppression of STAT/IL-27 signaling  (multiome)|interplay gut bacteria immune cells crucial maintaining intestinal homeostasis Dysregulation immune-microbiome axis implicated pathogenesis inflammatory bowel diseases driving health-to-disease|multiomics
GSE296329|single-nucleus|Homo sapiens|12|GSE296329_MUPIT2-X4_raw_feature_bc_matrix.h5(428MB), GSE296329_MUPIT3-X4_raw_feature_bc_matrix.h5(442MB), GSE296329_MUPIT4-X4_raw_feature_bc_matrix.h5(374MB), GSE296329_MUPIT5-X4_raw_feature_bc_matrix.h5(655MB), GSE296329_MUPIT6-X4_raw_feature_bc_matrix.h5(443MB), GSE296329_MUPIT-X4_raw_feature_bc_matrix.h5(550MB)|cancer,immunology,epigenetics,microbiology,cell_stress,gene_regulation|Single-cell epigenetic landscape, microenvironment interactions, and gene regulatory modules of non-functioning pituitary adenomas (non-diseased controls, snMultiome, multiplexed)|tumor TME NFPAs benign tumors high morbidity recurrence rates characterized completed single-nucleus multiomics assays four gonadotrope genes bidirectional tumor-macrophage crosstalk uncovered|multiomics
GSE296139|single-nucleus|Homo sapiens|12|GSE296139_HF5350_raw_feature_bc_matrix.h5(98MB), GSE296139_HF5751_raw_feature_bc_matrix.h5(145MB), GSE296139_HF5822_raw_feature_bc_matrix.h5(189MB), GSE296139_HM1076_raw_feature_bc_matrix.h5(156MB), GSE296139_HM5938_raw_feature_bc_matrix.h5(218MB), GSE296139_HM64_raw_feature_bc_matrix.h5(173MB)|cancer,immunology,epigenetics,microbiology,cell_stress,gene_regulation|Single-cell epigenetic landscape, microenvironment interactions, and gene regulatory modules of non-functioning pituitary adenomas (non-diseased controls, snMultiome, single sample)|tumor TME NFPAs benign tumors high morbidity recurrence rates characterized completed single-nucleus multiomics assays four gonadotrope genes bidirectional tumor-macrophage crosstalk uncovered|multiomics
GSE295449|single-nucleus|Homo sapiens|22|GSE295449_rsem_genes_count_1.txt.gz(1MB), GSE295449_rsem_genes_count_2.txt.gz(473KB)|cancer,immunology,epigenetics,microbiology,cell_stress,gene_regulation|Single-cell epigenetic landscape, microenvironment interactions, and gene regulatory modules of non-functioning pituitary adenomas (non-diseased controls, bulkRNAseq)|tumor TME NFPAs benign tumors high morbidity recurrence rates characterized completed single-nucleus multiomics assays four gonadotrope genes bidirectional tumor-macrophage crosstalk uncovered|
GSE295046|single-nucleus|Homo sapiens|8|GSE295046_HF_NF_003_2021_raw_feature_bc_matrix.h5(140MB), GSE295046_HM_NF_002_2021_raw_feature_bc_matrix.h5(198MB), GSE295046_HM_NF_004_2021_raw_feature_bc_matrix.h5(233MB), GSE295046_HM_SC_001_2021_raw_feature_bc_matrix.h5(191MB)|cancer,immunology,epigenetics,microbiology,cell_stress,gene_regulation|Single-cell epigenetic landscape, microenvironment interactions, and gene regulatory modules of non-functioning pituitary adenomas (NFPA)|tumor TME NFPAs benign tumors high morbidity recurrence rates characterized completed single-nucleus multiomics assays four gonadotrope genes bidirectional tumor-macrophage crosstalk uncovered|
GSE324668|single-nucleus|Mus musculus|10|GSE324668_RAW.tar(1.0GB)|cancer,cardiovascular,metabolism,gut_intestine|Single-nucleus transcriptomic profiling of mouse hearts following angiotensin II-infused with or without bisphenol F (BPF) treatment.|widely substitute BPA plastic manufacturing potential toxicity insufficiently characterized impact exposure intestinal barrier cardiovascular system prior untargeted metabolomic converted|
GSE315060|single-nucleus|Mus musculus|6|GSE315060_RAW.tar(1.4GB)|immunology,development,reproduction|Maternal-Fetal Immune Conflict in a Mouse Model of Neurodevelopmental Disorders.|understand effect Activation MIA placenta single-nucleus sequencing pregnant mice E13 treated PBS Control stress-induced alterations gene expression corresponding enrichment Ontology terms|
GSE302679|single-nucleus|Drosophila melanogaster|8|GSE302679_FC_07633_matrix.txt.gz(189MB), GSE302679_FC_07633_meta.txt.gz(201KB)|development,cell_stress|Drosophila 3rd instar larvae, full body at single-nucleus transcriptome resolution|contain numerous developing differentiated tissue-types organs generated help compare companion tissue secretome proteomic dataset|
GSE324504|single-nucleus|Mus musculus|5|GSE324504_Mouse_snRNA_seq.RDS(2.2GB), GSE324504_RAW.tar(183MB)|cancer,immunology,neuroscience,microbiology,cell_stress,signal_transduction|Cross-Species Transcriptomic Integration Reveals a Conserved, MIRO1-Mediated Macrophage-to-T Cell Signaling Axis Driving Immunosuppression in Glioma [snRNA-Seq]|generated single-nucleus sequencing murine gliomas treated vivo MIRO1-binding compound vehicle control Tumors dissociated processed nucleus isolation followed high-throughput profiling characterize|
GSE261439|single-nucleus|Mus musculus|8|GSE261439_RAW.tar(1.2GB)|immunology,metabolism,aging,microbiology,cell_cycle|TERT expression attenuates metabolic disorders in obese mice by promoting adipocyte formation and remodeling macrophage landscape [snRNA-Seq]|Obesity linked limited adipose tissue capacity leading hypertrophic adipocytes senescence inflammation mouse expressing mTert catalytically inactive mTertCi Cdkn1a locus investigate obesity-induced|
GSE261438|single-nucleus|Mus musculus|12|GSE261438_RAW.tar(2MB)|immunology,metabolism,aging,microbiology,cell_cycle|TERT expression attenuates metabolic disorders in obese mice by promoting adipocyte formation and remodeling macrophage landscape [RNA-Seq]|Obesity linked limited adipose tissue capacity leading hypertrophic adipocytes senescence inflammation mouse expressing mTert catalytically inactive mTertCi Cdkn1a locus investigate obesity-induced|
GSE322785|single-nucleus|Macaca mulatta; Homo sapiens; Callithrix jacchus; Pan troglodytes|28|GSE322785_RAW.tar(18.3GB)|neuroscience,epigenetics,cell_stress|Single-nucleus multiome analysis of the adult anthropoid cerebellar cortex across four primate species|generated multiomic dataset Homo sapiens Pan troglodytes Macaca mulatta Callithrix jacchus Paired RNA sequencing chromatin accessibility profiling 10x Genomics Chromium platform quality control 302|multiomics
GSE308757|single-nucleus|Oryza sativa Japonica Group|3|GSE308757_RAW.tar(339MB)|plant_biology|Single-cell transcriptome profiling of Oryza sativa node I at booting, flowering, and grain filling stages|dataset processed snRNA-seq gene expression standard 10x Genomics CellRanger output format three core files barcodes tsv quality-controlled nucleus-specific matching matrix column order features|
GSE308462|single-nucleus|Homo sapiens|260|GSE308462_260_samples_for_geo_gex_counts.csv.gz(10MB), GSE308462_260_samples_for_geo_gex_tpm.csv.gz(10MB)|neuroscience,cell_stress,signal_transduction|ALS molecular subtypes are a combination of cellular, genetic, and pathological features learned by deep multiomics classifiers (post-mortem cortex)|Amyotrophic Lateral Sclerosis complex syndrome multiple causes wide variation disease presentation Despite general heterogeneity several common factors example nearly patients accumulations|
GSE292623|single-nucleus|Homo sapiens|18|GSE292623_Experiment4_Counts_Table.txt.gz(1MB), GSE292623_Experiment4_RNA_Metadata.txt.gz(260B)|cancer,epigenetics|A longitudinal single-cell and spatial multiomic atlas of pediatric high-grade glioma|pHGG incurable central nervous system malignancy leading cause cancer death While shares many similarities adult comprises distinct disease entities longitudinally profile molecularly diverse cohort|multiomics
GSE316567|single-nucleus|Homo sapiens|6|GSE316567_RAW.tar(627MB)|cardiovascular,cell_stress|Comprehensive single-nucleus molecular and cell profiling features for cardiac tissues across platforms [10X_snRNAseq]|sequencing snRNA-seq enables transcriptomic complex heart dissociation intact cells challenging Among commercially available Genomics Chromium Takara Bio ICELL8 represent technically distinct|
GSE316565|single-nucleus|Homo sapiens|6|GSE316565_RAW.tar(207MB)|cardiovascular,cell_stress|Comprehensive single-nucleus molecular and cell profiling features for cardiac tissues across platforms [ICELL8_snRNAseq]|sequencing snRNA-seq enables transcriptomic complex heart dissociation intact cells challenging Among commercially available 10x Genomics Chromium Takara Bio represent technically distinct approaches|
GSE324114|single-nucleus|Homo sapiens|3|GSE324114_RAW.tar(151MB)|development,metabolism,reproduction,signal_transduction|Single-nucleus RNA sequencing of human trophoblast organoids and endometrial organoids co-culture model|maternal fetal interface co-cultured rotation-derived hTOr hEMO mono-culture dissect transcriptomic landscape interaction reveals hTOr-derived signals drive metabolic secretory activation epithelium|
GSE310832|single-nucleus|Mus musculus|2|GSE310832_RAW.tar(82MB)|metabolism,gut_intestine,crispr_gene_editing,signal_transduction|Single-nucleus RNA sequencing of colon tissue from Pink1 knockout and wild-type mice|Mutations PTEN-induced kinase mitochondrial dysfunction gastrointestinal abnormalities generated snRNA-seq profiles tissues characterize cell-type specific transcriptional changes loss|
GSE306469|single-nucleus|Homo sapiens|2|GSE306469_RAW.tar(189MB)|development,reproduction|Single-nucleus RNA-seq analysis of extravillous trophoblast differentiation from human trophoblast organoids cultured under simulated microgravity|investigate EVT generated hTOr stem cells hTSCs analyzed them sequencing initially ClinoStar bioreactor days establish proper architecture embedded Matrigel medium examines cellular composition|
GSE305070|single-nucleus|Homo sapiens|4|GSE305070_RAW.tar(6.8GB)|development,epigenetics,crispr_gene_editing|Single-nucleus multiome ATAC-seq and RNA-seq analysis of GCM1 knockout in rotational human tropholast organoids|nuclei isolated investigate effects AAVS1 control chromatin accessibility gene expression profiles Approximately 000 per sample processed 10x Genomics Chromium Next GEM Cell kit enabling simultaneous|multiomics
GSE304843|single-nucleus|Homo sapiens|6|GSE304843_RAW.tar(455MB)|immunology,development,reproduction|Single-nucleus RNA sequencing of human trophoblast-mesoderm assembloids|placental extraembryonic development involves complex interactions lineages day generated co-culturing stem cells hTSCs mesoderm-primed ExM under rotational culture conditions reveals distinct|
GSE304580|single-nucleus|Homo sapiens|2|GSE304580_RAW.tar(226MB)|development,reproduction,cell_cycle|Single-nucleus RNA-seq analysis of YAP5SA-induced human trophoblast organoids cultured under simulated microgravity|investigate activation differentiation generated doxycycline-inducible constitutively active expressing stem cells analyzed them sequencing Control rotational conditions days resulted substantial|
